순번,발급사,BIN,전표인자명,개인/법인,브랜드,신용/체크,등록/수정일자,변경사항,비고
2581,BC카드,944303,IBK비씨체크,법인,로컬,체크,,,
2582,BC카드,944306,KB국민비씨체크,법인,로컬,체크,,,
2583,수협은행,944307,수협체크,법인,로컬,체크,,,
2584,BC카드,944311,NH농협비씨체크,법인,로컬,체크,,,
2585,BC카드,944312,NH농협비씨체크,법인,로컬,체크,,,
2586,BC카드,944320,우리체크,법인,로컬,체크,,,우리BC카드
2587,BC카드,944322,우리체크,법인,로컬,체크,,,우리BC카드
2588,BC카드,944324,우리체크,법인,로컬,체크,,,우리BC카드
2589,BC카드,944331,대구비씨카드,법인,로컬,신용,,,
2590,광주은행,944334,광주체크,법인,로컬,체크,,,
2591,BC카드,944350,비씨체크카드,법인,로컬,체크,,,
2592,BC카드,944403,IBK비씨체크,개인,로컬,체크,,,
2593,BC카드,944411,NH농협체크,개인,로컬,체크,,,
2594,BC카드,944412,NH농협체크,개인,로컬,체크,,,
2595,BC카드,944420,우리체크,개인,로컬,체크,,,우리BC카드
2596,BC카드,944422,우리체크,개인,로컬,체크,,,우리BC카드
2597,BC카드,944431,대구비씨체크,개인,로컬,체크,,,
2598,BC카드,944443,우리pay,개인,로컬,체크,,,우리BC카드
2599,BC카드,944520,우리체크,개인,로컬,체크,,,우리BC카드
2600,BC카드,944522,우리체크,개인,로컬,체크,,,우리BC카드
2601,BC카드,944524,우리체크,법인,로컬,체크,,,우리BC카드
2602,KB국민카드,944541,KB국민카드,개인,로컬,신용,,,
2603,KB국민카드,944542,KB국민카드,개인,로컬,신용,,,
2604,KB국민카드,944543,KB국민카드,개인,로컬,신용,,,
2605,KB국민카드,944545,KB 선불카드,개인,로컬,기프트,,,
2606,KB국민카드,944546,KB 선불카드,개인,로컬,기프트,,,
2607,KB국민카드,944547,KB 선불카드,개인,로컬,기프트,,,
2608,KB국민카드,944548,KB국민카드,개인,로컬,신용,,,
2609,KB국민카드,944549,KB선불카드,개인,로컬,기프트,,,
2610,KB국민카드,944550,KB국민카드,개인,로컬,신용,,,
2611,KB국민카드,944551,KB국민카드,개인,로컬,신용,,,
2612,KB국민카드,944552,KB국민카드,개인,로컬,신용,,,
2613,KB국민카드,944554,KB국민카드,개인,로컬,신용,,,
2614,KB국민카드,944555,KB국민카드,개인,로컬,신용,,,
2615,KB국민카드,944561,KB국민카드,개인,로컬,신용,,,
2616,BC카드,944603,IBK비씨체크,개인,로컬,체크,,,
2617,BC카드,944620,우리체크,개인,로컬,체크,,,우리BC카드
2618,BC카드,944622,우리체크,개인,로컬,체크,,,우리BC카드
2619,BC카드,944624,우리체크,법인,로컬,체크,,,우리BC카드
2620,BC카드,944631,대구비씨체크,개인,로컬,체크,,,
2621,BC카드,944664,산림조합체크,법인,로컬,체크,,,
2622,BC카드,944691,NH투자체크,법인,로컬,체크,,,
2623,BC카드,944696,케이뱅크체크,법인,로컬,체크,,,
2624,BC카드,944703,IBK삼성pay,개인,로컬,체크,,,
2625,수협은행,944707,수협체크,개인,로컬,체크,,,
2626,BC카드,944711,NH농협체크,개인,로컬,체크,,,
2627,BC카드,944720,우리체크,개인,로컬,체크,,,우리BC카드
2628,BC카드,944722,우리체크,개인,로컬,체크,,,우리BC카드
2629,BC카드,944732,부산비씨체크,개인,로컬,체크,,,
2630,BC카드,944912,NH농협체크,개인,로컬,체크,,,
2631,BC카드,944920,우리카드,개인,로컬,신용,,,우리BC카드
2632,광주은행,944934,광주은행,개인,로컬,신용,,,
2633,BC카드,944948,신협체크카드,개인,로컬,체크,,,
2634,BC카드,944949,신협체크카드,개인,로컬,체크,,,
2635,BC카드,944950,비씨카드,개인,로컬,신용,,,
2636,BC카드,945003,IBK비씨카드,법인,로컬,신용,,,
2637,BC카드,945006,KB국민비씨카드,법인,로컬,신용,,,
2638,수협은행,945007,수협카드,법인,로컬,신용,,,
2639,BC카드,945011,NH농협비씨카드,법인,로컬,신용,,,
2640,BC카드,945012,NH농협비씨카드,법인,로컬,신용,,,
2641,BC카드,945020,비씨카드,법인,로컬,신용,,,
2642,BC카드,945021,신한비씨카드,법인,로컬,신용,,,
2643,BC카드,945023,SC비씨카드,법인,로컬,신용,,,
2644,BC카드,945025,하나SK비씨카드,법인,로컬,신용,,,
2645,BC카드,945027,씨티비씨카드,법인,로컬,신용,,,
2646,BC카드,945031,대구비씨카드,법인,로컬,신용,,,
2647,BC카드,945032,부산비씨카드,법인,로컬,신용,,,
2648,제주은행,945035,제주카드,법인,로컬,신용,,,
2649,BC카드,945039,경남비씨카드,법인,로컬,신용,,,
2650,BC카드,945078,신한비씨카드,법인,로컬,신용,,,
2651,하나카드,945081,하나기업,법인,로컬,신용,,,
2652,BC카드,945103,IBK비씨카드,개인,로컬,신용,,,
2653,수협은행,945107,수협카드,개인,로컬,신용,,,
2654,BC카드,945111,NH농협비씨카드,개인,로컬,신용,,,
2655,BC카드,945112,NH농협비씨카드,개인,로컬,신용,,,
2656,BC카드,945120,우리카드,법인,로컬,신용,,,우리BC카드
2657,BC카드,945131,대구비씨카드,개인,로컬,신용,,,
2658,BC카드,945132,부산비씨카드,개인,로컬,신용,,,
2659,BC카드,945150,비씨카드,개인,로컬,신용,,,
2660,신한카드,945161,신한카드체크,개인,로컬,체크,,,
2661,신한카드,945162,신한카드체크,개인,로컬,체크,,,
2662,BC카드,945203,IBK비씨체크,개인,로컬,체크,,,
2663,BC카드,945211,NH농협비씨체크,개인,로컬,체크,,,
2664,BC카드,945212,NH농협비씨체크,개인,로컬,체크,,,
2665,BC카드,945220,우리카드,법인,로컬,신용,,,우리BC카드
2666,BC카드,945320,우리카드,법인,로컬,신용,,,우리BC카드
2667,BC카드,945324,우리카드,법인,로컬,신용,,,우리BC카드
2668,BC카드,945420,우리카드,법인,로컬,신용,,,우리BC카드
2669,신한카드,945511,신한카드,개인,로컬,신용,,,
2670,BC카드,945520,우리카드,법인,로컬,신용,,,우리BC카드
2671,BC카드,945620,우리카드,법인,로컬,신용,,,우리BC카드
2672,BC카드,945720,우리카드,법인,로컬,신용,,,우리BC카드
2673,신한카드,945810,신한카드선불,개인,로컬,기프트,,,
2674,신한카드,945811,신한카드법인,법인,로컬,신용,,,
2675,신한카드,945812,신한카드선불,개인,로컬,기프트,,,
2676,신한카드,945813,신한카드기프트,개인,로컬,기프트,,,
2677,신한카드,945814,신한카드법인,법인,로컬,신용,,,
2678,신한카드,945815,신한선불카드,개인,로컬,기프트,,,
2679,신한카드,945816,신한카드,개인,로컬,신용,,,
2680,신한카드,945817,신한법인체크,법인,로컬,체크,,,
2681,신한카드,945818,신한카드,개인,로컬,신용,,,
2682,신한카드,945819,신한카드,개인,로컬,신용,,,
2683,신한카드,945820,신한카드체크,개인,로컬,체크,,,
2684,신한카드,945821,신한카드체크,개인,로컬,체크,,,
2685,신한카드,945822,신한카드선불,개인,로컬,기프트,,,
2686,신한카드,945823,신한카드선불,개인,로컬,기프트,,,
2687,신한카드,945824,신한카드,개인,로컬,신용,,,
2688,신한카드,945825,신한카드,개인,로컬,신용,,,
2689,BC카드,945903,IBK비씨카드,법인,로컬,신용,,,
2690,BC카드,945920,우리카드,법인,로컬,신용,,,우리BC카드
2691,광주은행,945934,광주체크,개인,로컬,체크,,,
2692,BC카드,946003,IBK기업GIFT,개인,로컬,기프트,,,
2693,수협은행,946007,수협GIFT,개인,로컬,기프트,,,
2694,BC카드,946011,NH비씨기프트,개인,로컬,기프트,,,
2695,BC카드,946012,NH비씨기프트,개인,로컬,기프트,,,
2696,BC카드,946020,비씨GIFT,개인,로컬,기프트,,,
2697,BC카드,946021,신한비씨GIFT,개인,로컬,기프트,,,
2698,BC카드,946022,우리GIFT,개인,로컬,기프트,,,우리BC카드
2699,BC카드,946023,SC비씨GIFT,개인,로컬,기프트,,,
2700,BC카드,946024,우리GIFT,개인,로컬,기프트,,,우리BC카드
2701,BC카드,946025,비씨선불카드,개인,로컬,기프트,,,
2702,BC카드,946027,씨티비씨GIFT,개인,로컬,기프트,,,
2703,BC카드,946031,대구비씨GIFT,개인,로컬,기프트,,,
2704,BC카드,946032,부산비씨GIFT,개인,로컬,기프트,,,
2705,광주은행,946034,광주GIFT,개인,로컬,기프트,,,
2706,BC카드,946039,경남비씨GIFT,개인,로컬,기프트,,,
2707,KB국민카드,946044,코나아이GIFT,개인,로컬,기프트,2023. 10,변경,
2708,BC카드,946046,새마을GIFT,개인,로컬,기프트,,,
2709,BC카드,946050,비씨GIFT,개인,로컬,기프트,,,
2710,BC카드,946103,IBK비씨스쿨,개인,로컬,기프트,,,
2711,BC카드,946106,BC스쿨선불,개인,로컬,기프트,,,
2712,BC카드,946111,NH비씨기프트,개인,로컬,기프트,,,
2713,BC카드,946112,NH비씨기프트,개인,로컬,기프트,,,
2714,NH농협카드,946116,NH기프트카드,개인,로컬,기프트,,,
2715,NH농협카드,946117,NH기프트카드,개인,로컬,기프트,,,
2716,BC카드,946120,비씨GIFT,개인,로컬,기프트,,,
2717,BC카드,946124,우리GIFT,개인,로컬,기프트,,,우리BC카드
2718,BC카드,946127,씨티비씨GIFT,개인,로컬,기프트,,,
2719,BC카드,946131,대구비씨GIFT,개인,로컬,기프트,,,
2720,BC카드,946132,부산비씨GIFT,개인,로컬,기프트,,,
2721,광주은행,946134,광주GIFT,개인,로컬,기프트,,,
2722,전북은행,946137,전북JBGIFT,개인,로컬,기프트,,,
2723,BC카드,946139,경남비씨GIFT,개인,로컬,기프트,,,
2724,하나카드,946144,코나카드,개인,로컬,체크,2023. 10,변경,
2725,BC카드,946150,비씨카드,개인,로컬,신용,,,
2726,BC카드,946178,신한비씨GIFT,개인,로컬,기프트,,,
2727,하나카드,946181,하나기업체크,법인,로컬,체크,,,
2728,NH농협카드,946216,NH기프트카드,개인,로컬,기프트,,,
2729,NH농협카드,946217,NH기프트카드,개인,로컬,기프트,,,
2730,BC카드,946220,비씨GIFT,개인,로컬,기프트,,,
2731,BC카드,946222,우리체크,개인,로컬,체크,,,우리BC카드
2732,BC카드,946224,우리체크,개인,로컬,체크,,,우리BC카드
2733,BC카드,946250,비씨GIFT,개인,로컬,기프트,,,
2734,광주은행,946253,광주GIFT,개인,로컬,기프트,,,
2735,광주은행,946260,광주GIFT,개인,로컬,기프트,,,
2736,광주은행,946272,광주GIFT,개인,로컬,기프트,,,
2737,광주은행,946285,광주GIFT,개인,로컬,기프트,,,
2738,광주은행,946304,광주GIFT,개인,로컬,기프트,,,
2739,광주은행,946309,광주GIFT,개인,로컬,기프트,,,
2740,NH농협카드,946316,NH기프트카드,개인,로컬,기프트,,,
2741,NH농협카드,946317,NH기프트카드,개인,로컬,기프트,,,
2742,BC카드,946320,비씨GIFT,개인,로컬,기프트,,,
2743,BC카드,946332,부산비씨GIFT,개인,로컬,기프트,,,
2744,BC카드,946350,비씨GIFT,개인,로컬,기프트,,,
2745,광주은행,946352,광주GIFT,개인,로컬,기프트,,,
2746,광주은행,946361,광주GIFT,개인,로컬,기프트,,,
2747,광주은행,946365,광주GIFT,개인,로컬,기프트,,,
2748,광주은행,946370,광주GIFT,개인,로컬,기프트,,,
2749,광주은행,946372,광주GIFT,개인,로컬,기프트,,,
2750,BC카드,946403,비씨선불카드,개인,로컬,기프트,,,
2751,BC카드,946406,비씨선불카드,개인,로컬,기프트,,,
2752,BC카드,946411,NH비씨기프트,개인,로컬,기프트,,,
2753,BC카드,946412,NH비씨기프트,개인,로컬,기프트,,,
2754,BC카드,946420,비씨GIFT,개인,로컬,기프트,,,
2755,BC카드,946423,SC비씨GIFT,개인,로컬,기프트,,,
2756,BC카드,946427,씨티비씨GIFT,개인,로컬,기프트,,,
2757,BC카드,946431,대구비씨GIFT,개인,로컬,기프트,,,
2758,BC카드,946432,부산비씨GIFT,개인,로컬,기프트,,,
2759,BC카드,946439,경남비씨GIFT,개인,로컬,기프트,,,
2760,BC카드,946450,Oh point,개인,로컬,기프트,,,
2761,BC카드,946478,신한비씨GIFT,개인,로컬,기프트,,,
2762,BC카드,946503,IBK비씨GIFT,개인,로컬,기프트,,,
2763,BC카드,946511,NH비씨기프트,개인,로컬,기프트,,,
2764,BC카드,946512,NH비씨기프트,개인,로컬,기프트,,,
2765,BC카드,946513,NH비씨기프트,개인,로컬,기프트,,,
2766,BC카드,946514,NH비씨기프트,개인,로컬,기프트,,,
2767,BC카드,946520,우리GIFT,개인,로컬,기프트,,,우리BC카드
2768,BC카드,946531,대구비씨GIFT,개인,로컬,기프트,,,
2769,BC카드,946532,부산비씨GIFT,개인,로컬,기프트,,,
2770,BC카드,946539,경남비씨GIFT,개인,로컬,기프트,,,
2771,하나카드,946544,코나아이GIFT,개인,로컬,기프트,2023. 10,변경,
2772,BC카드,946545,새마을GIFT,개인,로컬,기프트,,,
2773,BC카드,946550,비씨GIFT,개인,로컬,기프트,,,
2774,BC카드,946620,우리GIFT,개인,로컬,기프트,,,우리BC카드
2775,BC카드,946631,대구비씨GIFT,개인,로컬,기프트,,,
2776,하나카드,946644,코나아이GIFT,개인,로컬,기프트,2023. 10,변경,
2777,BC카드,946650,Oh point,개인,로컬,기프트,,,
2778,BC카드,946720,우리GIFT,개인,로컬,기프트,,,우리BC카드
2779,BC카드,946731,대구비씨GIFT,개인,로컬,기프트,,,
2780,BC카드,946750,Oh point,개인,로컬,기프트,,,
2781,BC카드,946803,IBK비씨GIFT,개인,로컬,기프트,,,
2782,BC카드,946820,우리GIFT,개인,로컬,기프트,,,우리BC카드
2783,BC카드,946831,대구비씨GIFT,개인,로컬,기프트,,,
2784,BC카드,946850,BC국민관광,개인,로컬,기프트,,,
2785,광주은행,946904,광주GIFT,개인,로컬,기프트,,,
2786,광주은행,946908,광주GIFT,개인,로컬,기프트,,,
2787,BC카드,946920,비씨GIFT,개인,로컬,기프트,,,
2788,BC카드,946950,비씨선불카드,개인,로컬,기프트,,,
2789,BC카드,946952,비씨GIFT,개인,로컬,기프트,,,
2790,광주은행,946961,광주GIFT,개인,로컬,기프트,,,
2791,BC카드,947003,IBK비씨카드,법인,로컬,신용,,,
2792,BC카드,947006,KB국민비씨카드,법인,로컬,신용,,,
2793,BC카드,947011,NH농협비씨카드,법인,로컬,신용,,,
2794,BC카드,947012,NH농협비씨카드,법인,로컬,신용,,,
2795,BC카드,947020,비씨카드,법인,로컬,신용,,,
2796,BC카드,947021,신한비씨카드,법인,로컬,신용,,,
2797,BC카드,947023,SC비씨카드,법인,로컬,신용,,,
2798,BC카드,947025,하나SK비씨카드,법인,로컬,신용,,,
2799,BC카드,947027,씨티비씨카드,법인,로컬,신용,,,
2800,BC카드,947031,대구비씨카드,법인,로컬,신용,,,
2801,BC카드,947032,부산비씨카드,법인,로컬,신용,,,
2802,BC카드,947033,하나SK비씨카드,법인,로컬,신용,,,
2803,BC카드,947039,경남비씨카드,법인,로컬,신용,,,
2804,BC카드,947050,비씨선불카드,개인,로컬,기프트,,,
2805,BC카드,947078,신한비씨카드,법인,로컬,신용,,,
2806,하나카드,947081,하나카드,개인,로컬,신용,,,
2807,BC카드,947120,우리카드,개인,로컬,신용,,,우리BC카드
2808,BC카드,947124,우리카드,개인,로컬,신용,,,우리BC카드
2809,광주은행,947134,광주신용,개인,로컬,신용,,,
2810,전북은행,947137,SSG카드,개인,로컬,신용,,,
2811,BC카드,947150,비씨카드,개인,로컬,신용,,,
2812,하나카드,947181,하나선불,개인,로컬,기프트,,,
2813,BC카드,947203,IBK비씨체크,법인,로컬,체크,,,
2814,BC카드,947206,KB국민비씨체크,법인,로컬,체크,,,
2815,BC카드,947211,NH농협비씨체크,법인,로컬,체크,,,
2816,BC카드,947221,신한비씨체크,법인,로컬,체크,,,
2817,BC카드,947225,하나비씨체크,법인,로컬,체크,,,
2818,BC카드,947232,부산비씨체크,법인,로컬,체크,,,
2819,BC카드,947239,경남비씨체크,법인,로컬,체크,,,
2820,BC카드,947271,우체국체크,법인,로컬,체크,,,
2821,BC카드,947520,우리카드,법인,로컬,신용,,,우리BC카드
2822,BC카드,947920,우리카드,개인,로컬,신용,,,우리BC카드
2823,광주은행,947934,광주신용,개인,로컬,신용,,,
2824,BC카드,947950,비씨카드,개인,로컬,신용,,,
2825,광주은행,948001,광주신용,개인,로컬,신용,,,
2826,BC카드,948002,우리카드,개인,로컬,신용,,,우리BC카드
2827,BC카드,948003,하나비씨카드,개인,로컬,신용,,,
2828,BC카드,948020,우리카드,개인,로컬,신용,,,우리BC카드
2829,하나카드,948031,하나체크카드,개인,로컬,체크,,,
2830,광주은행,948034,광주신용,개인,로컬,신용,,,
2831,BC카드,948050,비씨카드,개인,로컬,신용,,,
2832,BC카드,948051,비씨카드,개인,로컬,신용,,,
2833,BC카드,948120,우리카드,법인,로컬,신용,,,우리BC카드
2834,BC카드,948122,우리카드,개인,로컬,신용,,,우리BC카드
2835,BC카드,948124,우리카드,개인,로컬,신용,,,우리BC카드
2836,BC카드,948125,하나비씨카드,개인,로컬,신용,,,
2837,광주은행,948134,광주신용,법인,로컬,신용,,,
2838,제주은행,948135,제주카드,개인,로컬,신용,,,
2839,BC카드,948150,비씨카드,개인,로컬,신용,,,
2840,BC카드,948151,비씨카드,개인,로컬,신용,,,
2841,BC카드,948220,우리카드,법인,로컬,신용,,,우리BC카드
2842,BC카드,948222,우리카드,법인,로컬,신용,,,우리BC카드
2843,BC카드,948224,우리카드,법인,로컬,신용,,,우리BC카드
2844,현대카드,948521,현대로컬개인,개인,로컬,신용,,,
2845,NH농협카드,948816,NH카드,법인,로컬,신용,,,
2846,현대카드,948817,현대로컬법인,법인,로컬,신용,,,
2847,지드림카드,948911,광주특수교육,개인,로컬,신용,,,
2848,광주은행,948934,광주체크,개인,로컬,체크,,,
2849,현대카드,949001,현대로컬개인,개인,로컬,신용,,,
2850,현대카드,949002,현대로컬개인,개인,로컬,신용,,,
2851,현대카드,949003,현대로컬개인,개인,로컬,신용,,,
2852,현대카드,949004,현대로컬개인,개인,로컬,신용,,,
2853,현대카드,949005,현대로컬개인,개인,로컬,신용,,,
2854,현대카드,949008,현대로컬개인,개인,로컬,신용,,,
2855,현대카드,949009,현대로컬개인,개인,로컬,신용,,,
2856,현대카드,949010,현대 카드,개인,로컬,신용,,,
2857,현대카드,949011,현대 카드,개인,로컬,신용,,,
2858,현대카드,949012,개인블랙,개인,로컬,신용,,,
2859,현대카드,949013,현대체크카드,개인,로컬,체크,,,
2860,현대카드,949014,현대선불카드,개인,로컬,기프트,,,
2861,현대카드,949015,현대복합체크,개인,로컬,체크,,,
2862,현대카드,949016,현대 카드,개인,로컬,신용,,,
2863,현대카드,949017,현대 카드,개인,로컬,신용,,,
2864,현대카드,949018,현대 카드,개인,로컬,신용,,,
2865,현대카드,949019,현대 카드,개인,로컬,신용,,,
2866,현대카드,949020,현대 카드,법인,로컬,신용,,,
2867,현대카드,949021,현대 카드,법인,로컬,신용,,,
2868,현대카드,949022,현대 카드,법인,로컬,신용,,,
2869,현대카드,949023,현대 카드,법인,로컬,신용,,,
2870,현대카드,949024,현대 비자,법인,로컬,신용,,,
2871,현대카드,949025,현대 카드,법인,로컬,신용,,,
2872,현대카드,949026,현대 카드,법인,로컬,신용,,,
2873,현대카드,949027,현대 카드,법인,로컬,신용,,,
2874,현대카드,949028,현대체크카드,개인,로컬,체크,,,
2875,현대카드,949029,현대체크카드,법인,로컬,체크,,,
2876,현대카드,949032,현대로컬법인,법인,로컬,신용,,,
2877,현대카드,949033,법인블랙,법인,로컬,신용,,,
2878,현대카드,949034,현대로컬법인,법인,로컬,신용,,,
2879,현대카드,949035,현대법인선불,법인,로컬,기프트,,,
2880,현대카드,949036,현대로컬개인,개인,로컬,신용,,,
2881,현대카드,949037,현대로컬개인,개인,로컬,신용,,,
2882,현대카드,949038,현대로컬개인,개인,로컬,신용,,,
2883,현대카드,949039,현대체크카드,개인,로컬,체크,,,
2884,현대카드,949040,현대로컬개인,개인,로컬,신용,,,
2885,현대카드,949041,현대체크카드,개인,로컬,체크,,,
2886,현대카드,949042,현대로컬개인,개인,로컬,신용,,,
2887,현대카드,949043,현대체크카드,개인,로컬,체크,,,
2888,현대카드,949044,현대유가거래,법인,로컬,신용,,,
2889,현대카드,949045,현대체크카드,법인,로컬,체크,,,
2890,현대카드,949046,현대로컬개인,개인,로컬,신용,,,
2891,현대카드,949047,현대로컬개인,개인,로컬,신용,,,
2892,BC카드,949048,신협체크카드,개인,로컬,체크,,,
2893,BC카드,949049,신협체크카드,개인,로컬,체크,,,
2894,현대카드,949050,현대선불카드,개인,로컬,기프트,,,
2895,현대카드,949051,현대선불카드,법인,로컬,기프트,,,
2896,현대카드,949052,현대로컬법인,법인,로컬,신용,,,
2897,현대카드,949053,현대로컬개인,개인,로컬,신용,,,
2898,현대카드,949054,현대유가체크,법인,로컬,체크,,,
2899,현대카드,949055,현대유가거래,법인,로컬,신용,,,
2900,현대카드,949056,현대로컬개인,개인,로컬,신용,,,
2901,현대카드,949057,현대로컬개인,개인,로컬,신용,,,
2902,현대카드,949058,현대로컬개인,개인,로컬,신용,,,
2903,현대카드,949059,현대로컬개인,개인,로컬,신용,,,
2904,현대카드,949060,현대로컬개인,개인,로컬,신용,,,
2905,현대카드,949061,현대로컬개인,개인,로컬,신용,,,
2906,현대카드,949062,현대로컬개인,개인,로컬,신용,,,
2907,현대카드,949063,현대로컬개인,개인,로컬,신용,,,
2908,현대카드,949064,현대 카드,개인,로컬,신용,,,
2909,현대카드,949065,현대 카드,개인,로컬,신용,,,
2910,현대카드,949066,현대 카드,개인,로컬,신용,,,
2911,현대카드,949067,현대복합체크,법인,로컬,체크,,,
2912,현대카드,949069,현대체크카드,법인,로컬,체크,,,
2913,현대카드,949070,현대 카드,개인,로컬,신용,,,
2914,전북은행,949071,전북JB카드,개인,로컬,신용,,,
2915,전북은행,949072,전북JB카드,개인,로컬,신용,,,
2916,전북은행,949074,전북JB카드,개인,로컬,신용,,,
2917,전북은행,949075,전북JB카드,개인,로컬,신용,,,
2918,현대카드,949077,현대로컬개인,개인,로컬,신용,,,
2919,현대카드,949078,현대로컬개인,개인,로컬,신용,,,
2920,현대카드,949079,현대로컬개인,개인,로컬,신용,,,
2921,전북은행,949082,전북JBGIFT,개인,로컬,기프트,,,
2922,현대카드,949084,현대선불카드,개인,로컬,기프트,,,
2923,현대카드,949085,현대로컬개인,개인,로컬,신용,,,
2924,현대카드,949086,현대로컬개인,개인,로컬,신용,,,
2925,현대카드,949087,현대로컬개인,개인,로컬,신용,,,
2926,현대카드,949088,현대로컬개인,개인,로컬,신용,,,
2927,현대카드,949089,현대로컬개인,개인,로컬,신용,,,
2928,KB국민카드,949090,KB국민카드,개인,로컬,신용,,,
2929,KB국민카드,949091,KB국민카드,개인,로컬,신용,,,
2930,KB국민카드,949092,KB국민카드,개인,로컬,신용,,,
2931,KB국민카드,949093,KB체크카드,개인,로컬,체크,,,
2932,KB국민카드,949094,KB체크카드,개인,로컬,체크,,,
2933,KB국민카드,949095,KB체크카드,개인,로컬,체크,,,
2934,KB국민카드,949096,KB 기업카드,법인,로컬,신용,,,
2935,현대카드,949097,현대체크카드,개인,로컬,신용,,,
2936,KB국민카드,949098,KB국민카드,개인,로컬,신용,,,
2937,KB국민카드,949099,카카오뱅크체크,개인,로컬,체크,,,
2938,KB국민카드,949100,모아정보선불,개인,로컬,기프트,,,
2939,KB국민카드,949101,KB체크유류거래,법인,로컬,체크,,,
2940,KB국민카드,949102,KB선불카드,개인,로컬,기프트,,,
2941,KB국민카드,949103,카카오뱅크mini,개인,로컬,체크,,,
2942,KB국민카드,949104,KB선불카드,개인,로컬,기프트,,,
2943,KB국민카드,949105,KB체크카드,개인,로컬,체크,,,
2944,KB국민카드,949107,KB체크카드,개인,로컬,체크,,,
2945,KB국민카드,949108,PAYCO,개인,로컬,기프트,,,
2946,KB국민카드,949110,코나카드,개인,로컬,기프트,,,
2947,BC카드,949111,농협바우처선불,개인,로컬,기프트,,,
2948,KB국민카드,949112,한화투자증권,개인,로컬,체크,,,
2949,KB국민카드,949113,코나카드,개인,로컬,기프트,,,
2950,KB국민카드,949120,KB선불카드,개인,로컬,기프트,,,
2951,KB국민카드,949121,KB체크카드,개인,로컬,체크,,,
2952,KB국민카드,949122,KB체크카드,개인,로컬,체크,,,
2953,KB국민카드,949123,KB체크카드,개인,로컬,체크,,,
2954,KB국민카드,949124,KB체크카드,개인,로컬,체크,,,
2955,KB국민카드,949125,KB체크카드,개인,로컬,체크,,,
2956,KB국민카드,949126,KB선불카드,개인,로컬,기프트,,,
2957,KB국민카드,949127,KB선불카드,개인,로컬,기프트,,,
2958,KB국민카드,949128,KB선불카드,개인,로컬,기프트,,,
2959,KB국민카드,949129,KB체크카드,개인,로컬,체크,,,
2960,KB국민카드,949130,KB선불카드,개인,로컬,기프트,,,
2961,KB국민카드,949132,KB체크카드,개인,로컬,체크,,,
2962,KB국민카드,949133,코나카드,개인,로컬,체크,,,
2963,KB국민카드,949134,티머니,개인,로컬,기프트,,,
2964,KB국민카드,949135,카카오뱅크체크,개인,로컬,체크,,,
2965,KB국민카드,949136,토스체크,개인,로컬,체크,,,
2966,KB국민카드,949137,KB체크카드,개인,로컬,체크,,,
2967,BC카드,949211,농협바우처선불,개인,로컬,기프트,,,
2968,지드림카드,949311,굳센카드,개인,로컬,신용,,,
2969,지드림카드,949411,참좋은카드,개인,로컬,신용,,,
2970,지드림카드,949511,Dream카드,개인,로컬,신용,,,
2971,지드림카드,949529,농식품바우처,개인,로컬,신용,,,
2972,지드림카드,949530,부산행복드림,개인,로컬,신용,,,
2973,지드림카드,949531,제주희망나눔,개인,로컬,신용,,,
2974,지드림카드,949532,전북꿈활짝,개인,로컬,신용,,,
2975,BC카드,949533,농협바우처선불,개인,로컬,기프트,,,
2976,지드림카드,949535,전남꿈그린,개인,로컬,신용,,,
2977,지드림카드,949536,충북치료지원,개인,로컬,신용,,,
2978,지드림카드,949537,세종자라미,개인,로컬,신용,,,
2979,지드림카드,949538,충남디딤,개인,로컬,신용,,,
2980,지드림카드,949539,제주꿈바당,개인,로컬,신용,,,
2981,지드림카드,949542,경북짱짱카드,개인,로컬,신용,,,
2982,지드림카드,949543,노인복지카드,개인,로컬,신용,,,
2983,지드림카드,949544,전북꿈키움,개인,로컬,신용,,,
2984,BC카드,949545,농협바우처선불,개인,로컬,기프트,,,
2985,지드림카드,949546,노인복지카드,개인,로컬,신용,,,
2986,BC카드,949547,농협바우처선불,개인,로컬,기프트,,,
2987,지드림카드,949548,울산시교육청,개인,로컬,신용,,,
2988,지드림카드,949611,대전특수교육,개인,로컬,신용,,,
2989,지드림카드,949711,대구행복카드,개인,로컬,신용,,,
2990,BC카드,949811,농협바우처선불,개인,로컬,기프트,,,
2991,지드림카드,949911,경남특기적성,개인,로컬,신용,,,
2992,BC카드,950003,IBK비씨체크,개인,로컬,체크,,,
2993,BC카드,950011,NH농협비씨체크,개인,로컬,체크,,,
2994,BC카드,950012,NH농협비씨체크,개인,로컬,체크,,,
2995,BC카드,950020,우리체크,개인,로컬,체크,,,우리BC카드
2996,현대카드,951001,현대로컬법인,법인,로컬,신용,,,
2997,현대카드,951002,현대로컬법인,법인,로컬,신용,,,
2998,광주은행,953001,광주신용,개인,로컬,신용,,,
2999,광주은행,953002,광주체크,개인,로컬,체크,,,
3000,광주은행,953003,광주체크,개인,로컬,체크,,,
3001,광주은행,953004,광주체크,법인,로컬,체크,,,
3002,광주은행,953005,광주신용,개인,로컬,신용,,,
3003,광주은행,954034,광주GIFT,개인,로컬,기프트,,,
3004,BC카드,954039,경남비씨체크,개인,로컬,체크,,,
3005,BC카드,954049,차이체크,개인,로컬,체크,,,
3006,광주은행,954334,광주체크,개인,로컬,체크,,,
3007,광주은행,960161,광주GIFT,개인,로컬,기프트,,,
